Trump,Biden
0.0,0
0.0,0
0.41666666666666663,0
0.41666666666666663,0.0
0.41666666666666663,0.0
0.41666666666666663,0.0
0.4848484848484848,0.0
0.3077651515151515,0.0
0.3077651515151515,0.0
0.3077651515151515,1.0
0.3077651515151515,1.1
0.3077651515151515,0.6000000000000001
0.3077651515151515,0.6000000000000001
0.3077651515151515,0.6000000000000001
0.3077651515151515,1.0171428571428573
0.3077651515151515,1.0171428571428573
0.3077651515151515,1.0171428571428573
0.15776515151515147,1.0171428571428573
0.15776515151515147,1.0171428571428573
0.15776515151515147,1.0171428571428573
0.6577651515151515,1.0171428571428573
0.6577651515151515,1.0171428571428573
0.6577651515151515,1.1171428571428574
0.6577651515151515,1.1171428571428574
0.7941287878787878,1.1171428571428574
0.7941287878787878,1.4671428571428575
0.7941287878787878,1.4671428571428575
0.7941287878787878,1.4671428571428575
0.7941287878787878,1.4671428571428575
0.7941287878787878,1.5671428571428576
0.3316287878787878,1.5671428571428576
0.3316287878787878,1.5671428571428576
0.3316287878787878,1.7671428571428576
0.3316287878787878,1.7671428571428576
-0.001704545454545514,1.7671428571428576
-0.001704545454545514,1.7671428571428576
-0.001704545454545514,1.7671428571428576
0.3982954545454545,1.7671428571428576
0.5982954545454545,1.7671428571428576
0.5982954545454545,1.7671428571428576
0.6697240259740259,1.7671428571428576
1.044724025974026,1.7671428571428576
1.044724025974026,1.7671428571428576
1.044724025974026,1.7671428571428576
1.044724025974026,1.7671428571428576
1.444724025974026,1.7671428571428576
1.144724025974026,1.7671428571428576
1.144724025974026,1.6004761904761908
1.144724025974026,1.6004761904761908
1.144724025974026,1.700476190476191
1.144724025974026,1.750476190476191
1.3447240259740258,1.750476190476191
1.3447240259740258,1.750476190476191
1.3447240259740258,1.750476190476191
1.3447240259740258,1.900476190476191
1.3447240259740258,1.900476190476191
0.6304383116883115,1.900476190476191
0.6304383116883115,1.900476190476191
0.5054383116883115,1.900476190476191
0.5054383116883115,2.1004761904761913
0.5054383116883115,2.1004761904761913
0.5054383116883115,2.1004761904761913
0.5054383116883115,2.1686580086580096
1.3054383116883117,2.1686580086580096
1.3054383116883117,2.1686580086580096
2.105438311688312,2.1686580086580096
